patient_id,cell_line_name,stripped_cell_line_name,CCLE_Name,alias,COSMICID,gender,source,Achilles_n_replicates,cell_line_NNMD,culture_type,culture_medium,cas9_activity,RRID,WTSI_Master_Cell_ID,sample_collection_site,primary_or_metastasis,primary_disease,Subtype,age,Sanger_Model_ID,depmap_public_comments,lineage,lineage_subtype,lineage_sub_subtype,lineage_molecular_subtype
ACH-002801,NCC-MPNST3-C1,NCCMPNST3C1,,,,Unknown,Academic lab,,,,,,,,Unknown,Unknown,Sarcoma,MPNST,,,Patient-derived model,peripheral_nervous_system,MPNST,,
ACH-002802,NCC-MPNST3-X2-C1,NCCMPNST3X2C1,,,,Unknown,Academic lab,,,,,,,,Unknown,Unknown,Sarcoma,MPNST,,,Established from PDX,peripheral_nervous_system,MPNST,,
ACH-002803,NCC-MPNST4-C1,NCCMPNST4C1,,,,Unknown,Academic lab,,,,,,,,Unknown,Unknown,Sarcoma,MPNST,,,Patient-derived model,peripheral_nervous_system,MPNST,,
ACH-002804,NCC-MPNST5-C1,NCCMPNST5C1,,,,Unknown,Academic lab,,,,,,,,Unknown,Unknown,Sarcoma,MPNST,,,Patient-derived model,peripheral_nervous_system,MPNST,,
ACH-002805,A03,A03,,,,Male,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,"Oligodendroglioma, anaplastic",42,,,central_nervous_system,glioma,oligodendroglioma_anaplastic,IDH
ACH-002806,TB096,TB096,,IMA,,Male,Academic lab,,,,,,,,central_nervous_system,Primary,Brain Cancer,"Astrocytoma, anaplastic",26,,,central_nervous_system,glioma,astrocytoma,IDH
ACH-002807,BT1160,BT1160,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,,,
ACH-002808,BT232,BT232,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,,,
ACH-002809,BT360,BT360,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002810,BT228,BT228,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002811,BT112,BT112,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,glioma,glioblastoma,
ACH-002812,BT333,BT333,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002813,BT182,BT182,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002814,BT224,BT224,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,,,
ACH-002815,BT245,BT245,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002816,BT179,BT179,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002817,BT145,BT145,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002818,BT164,BT164,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002819,BT428,BT428,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,,,
ACH-002820,BT172,BT172,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,,,
ACH-002821,BT286,BT286,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002822,BT147,BT147,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,glioma,glioblastoma,
ACH-002823,BT159,BT159,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002824,BT320,BT320,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,,,
ACH-002825,BT559,BT559,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002826,BT187,BT187,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,,,
ACH-002827,BT188,BT188,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,,,,,central_nervous_system,,,
ACH-002828,BT359,BT359,,,,Unknown,Academic lab,,,,,,,,central_nervous_system,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,glioma,glioblastoma,
ACH-002829,BT138,BT138,,,,Male,Academic lab,,,,,,,,central_nervous_system,Primary,Brain Cancer,"Oligodendroglioma, anaplastic",50,,,central_nervous_system,glioma,oligodendroglioma_anaplastic,
ACH-002830,BT237,BT237,,,,Female,Academic lab,,,,,,,,central_nervous_system,Primary,Brain Cancer,"Oligodendroglioma, anaplastic",43,,,central_nervous_system,glioma,oligodendroglioma_anaplastic,IDH
ACH-002831,KURAMOCHI ES1,KURAMOCHIES1,,,,Female,Academic Lab,,,,,,,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,drug resistance: cultured in and resistant to carboplatin,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-002832,KURAMOCHI ES2,KURAMOCHIES2,,,,Female,Academic Lab,,,,,,,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,drug resistance: cultured in and resistant to carboplatin,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-002833,OVCAR4 ES1,OVCAR4ES1,,,,Female,Academic Lab,,,,,,,,ascites,Metastasis,Ovarian Cancer,"Adenocarcinoma, high grade serous",,,drug resistance: cultured in and resistant to carboplatin,ovary,ovary_adenocarcinoma,high_grade_serous,
ACH-002834,PSS131R,PSS131R,,,,Female,,,,,,,,,bone,Primary,Bone Cancer,Osteosarcoma,,,,bone,osteosarcoma,,
ACH-002835,CCLF_AB1004T,CCLFAB1004T,,,,,,,,,,,,,liver,Metastasis,Esophageal Cancer,Adenocarcinoma,,,,esophagus,esophagus_adenocarcinoma,,
ACH-002836,CCLF_AB1016T,CCLFAB1016T,,,,,,,,,,,,,liver,Metastasis,Esophageal Cancer,Adenocarcinoma,,,,esophagus,esophagus_adenocarcinoma,,
ACH-002837,CCLF_AB1017T,CCLFAB1017T,,,,,,,,,,,,,esophagus,Primary,Esophageal Cancer,Adenocarcinoma,,,,esophagus,esophagus_adenocarcinoma,,
ACH-002838,CCLF_AB1031T,CCLFAB1031T,,,,,,,,,,,,,esophagus,Primary,Esophageal Cancer,Adenocarcinoma,,,,esophagus,esophagus_adenocarcinoma,,
ACH-002839,CCLF_NH1002T,CCLFNH1002T,,,,,,,,,,,,,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,,,colorectal,colorectal_adenocarcinoma,,
ACH-002840,CCLF_NH1003T,CCLFNH1003T,,,,,,,,,,,,,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,,,colorectal,colorectal_adenocarcinoma,,
ACH-002841,COL016T,COL016T,,,,-1,,,,,,,,,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,,,colorectal,colorectal_adenocarcinoma,,
ACH-002842,CCLF_NH1005T,CCLFNH1005T,,,,,,,,,,,,,Colon,Primary,Colon/Colorectal Cancer,Adenocarcinoma,,,,colorectal,colorectal_adenocarcinoma,,
ACH-002843,CCLF_RCRF1018T,CCLFRCRF1018T,,CCLF_RCRF1018T,,Female,Academic lab,,,,,,,,abdomen,Metastasis,Non-Cancerous,Desmoid Tumor,15,,,soft_tissue,desmoid_tumor,,CTNNB1_T41A_mut
ACH-002844,CCLF_RCRF1012T,CCLFRCRF1012T,,CCLF_RCRF1012T,,Unknown,,,,,,,,,thoracic_cavity,Primary,Non-Cancerous,Desmoid Tumor,,,,soft_tissue,desmoid_tumor,,CTNNB1_T41A_WT
ACH-002845,YUHIMO 09-1365C,YUHIMO091365C,,,,Male,Academic,,,,,,,,right heel,Metastasis,Skin Cancer,"Melanoma, acral",56,,,,,,
ACH-002846,YUSEEP-M 16-3517,YUSEEPM163517,,,,Male,Academic,,,,,,,,left heel,Metastasis,Skin Cancer,"Melanoma, acral",76,,,,,,
ACH-002847,YUHOIN 06-50,YUHOIN0650,,,,Female,Academic,,,,,,,,sinonasal,Metastasis,Skin Cancer,"Melanoma, mucosal",59,,,,,,
ACH-002848,BT131,BT131,,,,,DCFI,,,,,,,,Unknown,Unknown,Brain Cancer,Glioblastoma,,,,unknown,,,
ACH-002849,BT239,BT239,,,,,DCFI,,,,,,,,Unknown,Unknown,Brain Cancer,Glioblastoma,,,,unknown,,,
ACH-002851,BT330,BT330,,,,,DCFI,,,,,,,,Unknown,Unknown,Brain Cancer,Glioblastoma,,,,unknown,,,
ACH-002853,CCLF_cRCRF1080T,CCLFcRCRF1080T,,,,Female,CCLF,,,,,,,,abdomen,Metastasis,Gastric Cancer,Stomach Adenocarcinoma,37,,,gastric,,,
ACH-002854,CCLF_KL1252T,CCLFKL1252T,,,,Female,CCLF,,,,,,,,central_nervous_system,Primary,Brain Cancer,Glioblastoma,57,,,central_nervous_system,,glioblastoma,
ACH-002859,CCLF_KL1247T,CCLFKL1247T,,,,Female,CCLF,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,73,,,central_nervous_system,,glioblastoma,
ACH-002861,CCLF_KL1248T,CCLFKL1248T,,,,Female,CCLF,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,59,,,central_nervous_system,,glioblastoma,
ACH-002862,CCLF_KL1249T,CCLFKL1249T,,,,Female,CCLF,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,78,,,central_nervous_system,,glioblastoma,
ACH-002863,CCLF_KL1256T,CCLFKL1256T,,,,Female,CCLF,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,56,,,central_nervous_system,,glioblastoma,
ACH-002864,CCLF_KL1253T,CCLFKL1253T,,,,Male,CCLF,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,54,,,central_nervous_system,,glioblastoma,
ACH-002865,CCLF_KL1250T,CCLFKL1250T,,,,Male,CCLF,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,45,,,central_nervous_system,,glioblastoma,
ACH-002866,CCLF_KL1274T,CCLFKL1274T,,,,Female,CCLF,,,,,,,,brain,Metastasis,Kidney Cancer,"Renal Carcinoma, clear cell",66,,,kidney,,,
ACH-002867,CCLF_BU1017T,CCLFBU1017T,,,,Male,CCLF,,,,,,,,lung,Primary,Lung Cancer,Lung adenocarcinoma,64,,,lung,,,
ACH-002869,CCLF_NH1006T,CCLFNH1006T,,,,Unknown,CCLF,,,,,,,,Colon,Primary,Colon/Colorectal Cancer,Colon Adenocarcinoma,Unknown,,,colorectal,,,
ACH-002870,CCLF_RCRF1050T,CCLFRCRF1050T,,,,Unknown,CCLF,,,,,,,,abdomen,Metastasis,Esophageal Cancer,,Unknown,,,esophagus,,,
ACH-002871,CCLF_cRCRF1017T,CCLFcRCRF1017T,,,,Unknown,CCLF,,,,,,,,abdomen,Metastasis,Esophageal Cancer,,Unknown,,,esophagus,,,
ACH-002873,CCLF_KL1201T,CCLFKL1201T,,,,Male,CCLF,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,,,,central_nervous_system,,glioblastoma,
ACH-002874,A375_RPMI,A375RPMI,,,,Female,ATCC,2.0,-4.442144718433207,not found,not found,90.5,,,skin,Primary,Skin Cancer,Melanoma,54,,,skin,,,
ACH-002875,RVH421_RPMI,RVH421RPMI,,,,Male,DSMZ,2.0,-3.918183335972397,not found,not found,51.8,,,central_nervous_system,Metastasis,Skin Cancer,Melanoma,28,,,skin,,,
ACH-002876,BT657,BT657,,,,Female,Academic lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,53,,,,,glioblastoma,IDH_WT_4
ACH-002877,MSK-ST60,MSKST60,,,,Male,Memorial Sloan Ketterig,,,,,,,,prostate,Metastasis,Prostate Cancer,,,,,,,,
ACH-002878,MSK-ST111,MSKST111,,,,Male,Memorial Sloan Ketterig,,,,,,,,prostate,Metastasis,Prostate Cancer,,,,,,,,
ACH-002879,MSK-ST143,MSKST143,,,,Male,Memorial Sloan Ketterig,,,,,,,,prostate,Metastasis,Prostate Cancer,,,,,,,,
ACH-002880,WCRC-25,WCRC25,,,,Female,Academic Lab,,,,,,,,breast,Metastasis,Breast Cancer,"Carcinoma, lobular",76,,,breast,,,
ACH-002881,IPM-BO-043,IPMBO043,,,,Female,Academic Lab,,,,,,,,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,61,,,breast,,,
ACH-002882,IPM-BO-046,IPMBO046,,,,Female,Academic Lab,,,,,,,,breast,Primary,Breast Cancer,"Carcinoma, lobular",72,,,breast,,,
ACH-002883,IPM-BO-053,IPMBO053,,,,Female,Academic Lab,,,,,,,,breast,Metastasis,Breast Cancer,"Carcinoma, lobular",77,,,breast,,,
ACH-002884,IPM-BO-055,IPMBO055,,,,Female,Academic Lab,,,,,,,,breast,Metastasis,Breast Cancer,"Carcinoma, lobular",77,,,breast,,,
ACH-002885,IPM-BO-056,IPMBO056,,,,Female,Academic Lab,,,,,,,,breast,Primary,Breast Cancer,Breast Ductal Carcinoma,43,,,breast,,,
ACH-002886,VACO 432,VACO432,,,,Male,Horizon Discovery,,,,,,,,Unknown,Unknown,Colon/Colorectal Cancer,Colon Carcinoma,72,,,,,,
ACH-002887,VACO 432 PIK3CA,VACO432PIK3CA,,,,Male,Horizon Discovery,,,,,,,,Unknown,Unknown,Colon/Colorectal Cancer,Colon Carcinoma,72,,,,,,
ACH-002888,BT1153,BT1153,,CPDM_0102X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,57.7,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002889,BT325,BT325,,CPDM_1296X,,Female,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,65.7,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002890,BT328,BT328,,CPDM_1297X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,63.1,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002891,BT340,BT340,,CPDM_1299X,,Male,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,45.5,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002892,BT397,BT397,,CPDM_1305X,,Female,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,69.2,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002893,BT444,BT444,,CPDM_1317X,,Male,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,90.6,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002894,BT484,BT484,,CPDM_1323X,,Female,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,58.6,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002895,BT498,BT498,,CPDM_1325X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,56.8,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002896,BT509,BT509,,CPDM_1328X,,Male,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,50.3,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002897,BT511,BT511,,CPDM_1329X,,Female,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,"Astrocytoma, anaplastic",4.9,,,central_nervous_system,,astrocytoma,NOS
ACH-002898,BT530,BT530,,CPDM_1334X,,Female,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,14.7,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002899,BT538,BT538,,CPDM_1335X,,Male,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,pineoblastoma,0.5,,,central_nervous_system,,,
ACH-002900,BT539,BT539,,CPDM_1467X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,54.2,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002901,BT572,BT572,,CPDM_1337X,,Female,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,59.5,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002902,BT607,BT607,,CPDM_0100X,,Male,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,66.3,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002903,BT632,BT632,,CPDM_0098X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,66.5,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002904,BT639,BT639,,CPDM_1343X,,Female,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,49,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002905,BT681,BT681,,CPDM_1346X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,51.9,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002906,BT701,BT701,,CPDM_1348X,,Female,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,49.5,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002907,BT702,BT702,,CPDM_1349X,,Female,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,70.2,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002908,BT715,BT715,,CPDM_1351X,,Male,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,62.1,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002909,BT752,BT752,,CPDM_0818X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,"Astrocytoma, anaplastic",25.8,,,central_nervous_system,,astrocytoma,IDH_MUT_3
ACH-002910,BT774,BT774,,CPDM_1353X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,51.3,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002911,BT869,BT869,,CPDM_0802X,,Female,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,"Astrocytoma, anaplastic",7.9,,,central_nervous_system,,astrocytoma,NOS
ACH-002912,BT921,BT921,,CPDM_0096X,,Male,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,66.1,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002913,CPDM_0021X,CPDM0021X,,CPDM_0021X,,Male,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,56.4,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002914,CPDM_0051X,CPDM0051X,,CPDM_0051X,,Female,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,64.5,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002915,CPDM_0052X,CPDM0052X,,CPDM_0052X,,Female,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,65.9,,,central_nervous_system,,glioblastoma,IDH_WT_4
ACH-002916,CPDM_0053X,CPDM0053X,,CPDM_0053X,,Female,Academic Lab,,,,,,,,brain,Metastasis,Brain Cancer,Neuroendocrine Carcinoma,64.7,,,central_nervous_system,,,
ACH-002917,CPDM_0689X,CPDM0689X,,CPDM_0689X,,Male,Academic Lab,,,,,,,,brain,Primary,Brain Cancer,Glioblastoma,30.7,,,central_nervous_system,,glioblastoma,IDH_MUT_4
ACH-002918,CPDM_0703X,CPDM0703X,,CPDM_0703X,,Female,Academic Lab,,,,,,,,brain,Unknown,Brain Cancer,Glioblastoma,79.6,,,central_nervous_system,,glioblastoma,NOS_4
ACH-002919,CCLF_cRCRF1102T,CCLFCRCRF1102T,,,,Male,Academic Lab,,,,,,,,Unknown,,Esophageal Cancer,,,,,,,,
ACH-002920,MFD1,MFD1,,,,Male,University of Southampton,,,,,,,,oesophagus,Primary,Oesphageal Adenocarcinoma,,55,,,,,,
ACH-002921,BCK4,BCK4,,,,Female,University of Colorado,,,,,,,,pleural_effusion,Metastasis,Breast cancer,Invasive lobular breast cancer,65,,,,,,
ACH-002922,SK-N-MM,SKNMM,,,,Female,Icahn School of Medicine at Mount Sinai,,,,,,,,bone,Metastasis,Neuroblastoma,,8.1,,,,,,
ACH-002923,LAI-5S,LAI5S,,,,Male,Icahn School of Medicine at Mount Sinai,,,,,,,,bone,Metastasis,Neuroblastoma,,2,,,,,,
ACH-002924,UPMM2,UPMM2,,,,Female,QIMRB Berghofer (via CRUK Manchester),,,,,,,,eye,Primary,Skin Cancer,"Melanoma, uveal",,,,,melanoma,uveal,
ACH-002925,UPMM3,UPMM3,,,,Male,QIMRB Berghofer (via CRUK Manchester),,,,,,,,eye,Primary,Skin Cancer,"Melanoma, uveal",,,,,melanoma,uveal,
ACH-002926,UPMD1,UPMD1,,,,Female,QIMRB Berghofer (via CRUK Manchester),,,,,,,,eye,Primary,Skin Cancer,"Melanoma, uveal",,,,,melanoma,uveal,
ACH-002927,UPMD2,UPMD2,,,,Female,QIMRB Berghofer (via CRUK Manchester),,,,,,,,eye,Primary,Skin Cancer,"Melanoma, uveal",,,,,melanoma,uveal,
ACH-002928,MM100511,MM100511,,,,Female,QIMRB Berghofer (via University of Zurich),,,,,,,,skin,Metastasis,Skin Cancer,"Melanoma, acral",57,,,,melanoma,acral,
ACH-002929,QB01-UM ,QB01UM ,,,,Female,QIMRB Berghofer,,,,,,,,eye,Primary,Skin Cancer,"Melanoma, uveal",65,,,,melanoma,uveal,
ACH-002930,QB03-MLM ,QB03MLM ,,,,Female,QIMRB Berghofer,,,,,,,,lymph_node,Metastasis,Skin Cancer,"Melanoma, mucosal",84,,,,melanoma,mucosal,
ACH-002931,QB02-UM,QB02UM,,,,Male,,,,,,,,,eye,Primary,Skin Cancer,"Melanoma, uveal",55,,,,melanoma,,
ACH-002932,CCLF_NEURO_0001_T,CCLFNEURO0001T,CCLFNEURO0001T_CENTRAL_NERVOUS_SYSTEM,,,,,,,,,,,,central_nervous_system,,,,,,,,,,
ACH-002933,WBM550,WBM550,,,,Male,The Wistar Institute,,,,,,,,Unknown,Metastasis,Skin Cancer,melanoma acral,75,,,,,,
ACH-002934,WM4324,WM4324,,,,Male,The Wistar Institute,,,,,,,,Unknown,Metastasis,Skin Cancer,melanoma acral,63,,,,,,
ACH-002935,CCLF_PEDS_0042_T,CCLFPEDS0042T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,pleural_cavity,Primary,Sarcoma,Angiosarcoma,,,,,,,
ACH-002936,CCLF_PEDS_0043_T,CCLFPEDS0043T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,pleural_cavity,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,,,
ACH-002937,CCLF_PEDS_0020_T,CCLFPEDS0020T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,kidney,Primary,Kidney Cancer,Wilms Tumor,,,,,,,
ACH-002938,CCLF_PEDS_0035_T,CCLFPEDS0035T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,pleural_cavity,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,,,
ACH-002939,CCLF_PEDS_0034_T,CCLFPEDS0034T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,pleural_cavity,Metastasis,Sarcoma,"Rhabdomyosarcoma, alveolar",,,,,,,
ACH-002940,CCLF_PEDS_0037_T,CCLFPEDS0037T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,soft_tissue,Primary,Sarcoma,Rhabdomyosarcoma,,,,,,,
ACH-002941,CCLF_PEDS_0039_T,CCLFPEDS0039T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,kidney,Primary,Kidney Cancer,Wilms Tumor,,,,,,,
ACH-002942,CCLF_RARE_0004_T,CCLFRARE0004T,,,,,Cancer Cell Line Factory (CCLF) / Brian McSteen (RCRF) - Rare Cancers,,,,,,,,uterus,Primary,Sarcoma,Leiomyosarcoma,,,,,,,
ACH-002943,CCLF_PEDS_0044_T,CCLFPEDS0044T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,Unknown,Primary,Sarcoma,Spindle Cell Sarcoma,,,,,,,
ACH-002944,CCLF_PEDS_0045_T,CCLFPEDS0045T,,,,,Cancer Cell Line Factory (CCLF) / Hong/Crompton/Katie Janeway(DFCI) - Pediatric Tumors,,,,,,,,Unknown,Metastasis,Kidney Cancer,Renal Medullary Carcinoma,,,,,,,
ACH-002945,CCLF_RARE_0006_T,CCLFRARE0006T,,,,,Cancer Cell Line Factory (CCLF) / Brian McSteen (RCRF) - Rare Cancers,,,,,,,,thoracic_cavity,Primary,Sarcoma,Leiomyosarcoma,,,,,,,
ACH-002946,UKE-1,UKE1,,,,Female,,,,,,,,,haematopoietic_and_lymphoid_tissue,Unknown,Leukemia,Acute Myeloid Leukemia,59,,,,,,
ACH-002947,NH85TSc p9 2-10-20,NH85TSC,,,,Female,academic Lab,,,,,,,,breast,Primary,Breast Cancer,breast,,,Triple Negative Breast Cancer,Triple Negative Breast Cancer,,,
ACH-002948,NH95T p5 6-18-20,NH95T,,,,Female,academic Lab,,,,,,,,breast,Primary,Breast Cancer,breast,,,Triple Negative Breast Cancer,Triple Negative Breast Cancer,,,
ACH-002949,NH87TT p6 11/26/20,NH87T,,,,Female,academic Lab,,,,,,,,breast,Primary,Breast Cancer,breast,,,Triple Negative Breast Cancer,Triple Negative Breast Cancer,,,
ACH-002950,NH93T p5 4/10/20,NH93T,,,,Female,academic Lab,,,,,,,,breast,Primary,Breast Cancer,breast,,,Triple Negative Breast Cancer,Triple Negative Breast Cancer,,,
ACH-002951,NH84TT p7 12/17/20,NH84T,,,,Female,academic Lab,,,,,,,,breast,Primary,Breast Cancer,breast,,,Triple Negative Breast Cancer,Triple Negative Breast Cancer,,,
ACH-002952,AB053,AB053,,,,,CCLF,,,,,,,,stomach,Primary,Gastric Cancer,,,,,,,,
ACH-002953,AB040,AB040,,,,,CCLF,,,,,,,,pleural_cavity,Metastasis,Gastric Cancer,,,,,,,,
ACH-002954,CCLF_AB1008,CCLFAB1008,,,,,CCLF,,,,,,,,abdomen,Metastasis,Esophageal Cancer,,,,,,,,
ACH-002955,CCLF_AB1013,CCLFAB1013,,,,,CCLF,,,,,,,,stomach,Primary,Gastric Cancer,,,,,,,,
ACH-002956,CCLF_AB1018,CCLFAB1018,,,,,CCLF,,,,,,,,lymph_node,Metastasis,Gastric Cancer,,,,,,,,
